,REF_DATE,GEO,Sex,Primary types of cancer ,Trends,Characteristics,UOM,SCALAR_FACTOR,VALUE
3917,2021,Canada (excluding Quebec),Females,Thyroid,Second trend,End year of period,Number,units,
3918,2021,Canada (excluding Quebec),Females,Thyroid,Third trend,Annual percent change (APC),Percentage,units,
3919,2021,Canada (excluding Quebec),Females,Thyroid,Third trend,Start year of period,Number,units,
3920,2021,Canada (excluding Quebec),Females,Thyroid,Third trend,End year of period,Number,units,
3921,2021,Canada (excluding Quebec),Females,Thyroid,Fourth trend,Annual percent change (APC),Percentage,units,
3922,2021,Canada (excluding Quebec),Females,Thyroid,Fourth trend,Start year of period,Number,units,
3923,2021,Canada (excluding Quebec),Females,Thyroid,Fourth trend,End year of period,Number,units,
3924,2021,Canada (excluding Quebec),Females,Thyroid,Fifth trend,Annual percent change (APC),Percentage,units,
3925,2021,Canada (excluding Quebec),Females,Thyroid,Fifth trend,Start year of period,Number,units,
3926,2021,Canada (excluding Quebec),Females,Thyroid,Fifth trend,End year of period,Number,units,
3927,2021,Canada (excluding Quebec),Females,Thyroid,Latest trend,Annual percent change (APC),Percentage,units,-0.2
3928,2021,Canada (excluding Quebec),Females,Thyroid,Latest trend,Start year of period,Number,units,1984.0
3929,2021,Canada (excluding Quebec),Females,Thyroid,Latest trend,End year of period,Number,units,2020.0
3930,2021,Canada (excluding Quebec),Females,Thyroid,Overall trend since 1984,Annual percent change (APC),Percentage,units,-0.2
3931,2021,Canada (excluding Quebec),Females,Thyroid,Overall trend since 1984,Start year of period,Number,units,1984.0
3932,2021,Canada (excluding Quebec),Females,Thyroid,Overall trend since 1984,End year of period,Number,units,2020.0
3933,2021,Canada (excluding Quebec),Females,Thyroid,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-0.2
3934,2021,Canada (excluding Quebec),Females,Thyroid,Overall trend within the last ten years,Start year of period,Number,units,2011.0
3935,2021,Canada (excluding Quebec),Females,Thyroid,Overall trend within the last ten years,End year of period,Number,units,2020.0
3936,2021,Canada (excluding Quebec),Females,Hodgkin lymphoma,First trend,Annual percent change (APC),Percentage,units,-3.2
3937,2021,Canada (excluding Quebec),Females,Hodgkin lymphoma,First trend,Start year of period,Number,units,1984.0
3938,2021,Canada (excluding Quebec),Females,Hodgkin lymphoma,First trend,End year of period,Number,units,2020.0
3939,2021,Canada (excluding Quebec),Females,Hodgkin lymphoma,Second trend,Annual percent change (APC),Percentage,units,
3940,2021,Canada (excluding Quebec),Females,Hodgkin lymphoma,Second trend,Start year of period,Number,units,
3941,2021,Canada (excluding Quebec),Females,Hodgkin lymphoma,Second trend,End year of period,Number,units,
3942,2021,Canada (excluding Quebec),Females,Hodgkin lymphoma,Third trend,Annual percent change (APC),Percentage,units,
3943,2021,Canada (excluding Quebec),Females,Hodgkin lymphoma,Third trend,Start year of period,Number,units,
3944,2021,Canada (excluding Quebec),Females,Hodgkin lymphoma,Third trend,End year of period,Number,units,
3945,2021,Canada (excluding Quebec),Females,Hodgkin lymphoma,Fourth trend,Annual percent change (APC),Percentage,units,
3946,2021,Canada (excluding Quebec),Females,Hodgkin lymphoma,Fourth trend,Start year of period,Number,units,
3947,2021,Canada (excluding Quebec),Females,Hodgkin lymphoma,Fourth trend,End year of period,Number,units,
3948,2021,Canada (excluding Quebec),Females,Hodgkin lymphoma,Fifth trend,Annual percent change (APC),Percentage,units,
3949,2021,Canada (excluding Quebec),Females,Hodgkin lymphoma,Fifth trend,Start year of period,Number,units,
3950,2021,Canada (excluding Quebec),Females,Hodgkin lymphoma,Fifth trend,End year of period,Number,units,
3951,2021,Canada (excluding Quebec),Females,Hodgkin lymphoma,Latest trend,Annual percent change (APC),Percentage,units,-3.2
3952,2021,Canada (excluding Quebec),Females,Hodgkin lymphoma,Latest trend,Start year of period,Number,units,1984.0
3953,2021,Canada (excluding Quebec),Females,Hodgkin lymphoma,Latest trend,End year of period,Number,units,2020.0
3954,2021,Canada (excluding Quebec),Females,Hodgkin lymphoma,Overall trend since 1984,Annual percent change (APC),Percentage,units,-3.2
3955,2021,Canada (excluding Quebec),Females,Hodgkin lymphoma,Overall trend since 1984,Start year of period,Number,units,1984.0
3956,2021,Canada (excluding Quebec),Females,Hodgkin lymphoma,Overall trend since 1984,End year of period,Number,units,2020.0
3957,2021,Canada (excluding Quebec),Females,Hodgkin lymphoma,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-3.2
3958,2021,Canada (excluding Quebec),Females,Hodgkin lymphoma,Overall trend within the last ten years,Start year of period,Number,units,2011.0
3959,2021,Canada (excluding Quebec),Females,Hodgkin lymphoma,Overall trend within the last ten years,End year of period,Number,units,2020.0
3960,2021,Canada (excluding Quebec),Females,"Non-Hodgkin lymphoma
",First trend,Annual percent change (APC),Percentage,units,2.3
3961,2021,Canada (excluding Quebec),Females,"Non-Hodgkin lymphoma
",First trend,Start year of period,Number,units,1984.0
3962,2021,Canada (excluding Quebec),Females,"Non-Hodgkin lymphoma
",First trend,End year of period,Number,units,1997.0
3963,2021,Canada (excluding Quebec),Females,"Non-Hodgkin lymphoma
",Second trend,Annual percent change (APC),Percentage,units,-2.0
3964,2021,Canada (excluding Quebec),Females,"Non-Hodgkin lymphoma
",Second trend,Start year of period,Number,units,1997.0
3965,2021,Canada (excluding Quebec),Females,"Non-Hodgkin lymphoma
",Second trend,End year of period,Number,units,2020.0
3966,2021,Canada (excluding Quebec),Females,"Non-Hodgkin lymphoma
",Third trend,Annual percent change (APC),Percentage,units,
3967,2021,Canada (excluding Quebec),Females,"Non-Hodgkin lymphoma
",Third trend,Start year of period,Number,units,
3968,2021,Canada (excluding Quebec),Females,"Non-Hodgkin lymphoma
",Third trend,End year of period,Number,units,
3969,2021,Canada (excluding Quebec),Females,"Non-Hodgkin lymphoma
",Fourth trend,Annual percent change (APC),Percentage,units,
3970,2021,Canada (excluding Quebec),Females,"Non-Hodgkin lymphoma
",Fourth trend,Start year of period,Number,units,
3971,2021,Canada (excluding Quebec),Females,"Non-Hodgkin lymphoma
",Fourth trend,End year of period,Number,units,
3972,2021,Canada (excluding Quebec),Females,"Non-Hodgkin lymphoma
",Fifth trend,Annual percent change (APC),Percentage,units,
3973,2021,Canada (excluding Quebec),Females,"Non-Hodgkin lymphoma
",Fifth trend,Start year of period,Number,units,
3974,2021,Canada (excluding Quebec),Females,"Non-Hodgkin lymphoma
",Fifth trend,End year of period,Number,units,
3975,2021,Canada (excluding Quebec),Females,"Non-Hodgkin lymphoma
",Latest trend,Annual percent change (APC),Percentage,units,-2.0
3976,2021,Canada (excluding Quebec),Females,"Non-Hodgkin lymphoma
",Latest trend,Start year of period,Number,units,1997.0
3977,2021,Canada (excluding Quebec),Females,"Non-Hodgkin lymphoma
",Latest trend,End year of period,Number,units,2020.0
3978,2021,Canada (excluding Quebec),Females,"Non-Hodgkin lymphoma
",Overall trend since 1984,Annual percent change (APC),Percentage,units,-0.5
3979,2021,Canada (excluding Quebec),Females,"Non-Hodgkin lymphoma
",Overall trend since 1984,Start year of period,Number,units,1984.0
3980,2021,Canada (excluding Quebec),Females,"Non-Hodgkin lymphoma
",Overall trend since 1984,End year of period,Number,units,2020.0
3981,2021,Canada (excluding Quebec),Females,"Non-Hodgkin lymphoma
",Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-2.0
3982,2021,Canada (excluding Quebec),Females,"Non-Hodgkin lymphoma
",Overall trend within the last ten years,Start year of period,Number,units,2011.0
3983,2021,Canada (excluding Quebec),Females,"Non-Hodgkin lymphoma
",Overall trend within the last ten years,End year of period,Number,units,2020.0
3984,2021,Canada (excluding Quebec),Females,Myeloma,First trend,Annual percent change (APC),Percentage,units,-0.1
3985,2021,Canada (excluding Quebec),Females,Myeloma,First trend,Start year of period,Number,units,1984.0
3986,2021,Canada (excluding Quebec),Females,Myeloma,First trend,End year of period,Number,units,2002.0
3987,2021,Canada (excluding Quebec),Females,Myeloma,Second trend,Annual percent change (APC),Percentage,units,-1.7
3988,2021,Canada (excluding Quebec),Females,Myeloma,Second trend,Start year of period,Number,units,2002.0
3989,2021,Canada (excluding Quebec),Females,Myeloma,Second trend,End year of period,Number,units,2020.0
3990,2021,Canada (excluding Quebec),Females,Myeloma,Third trend,Annual percent change (APC),Percentage,units,
3991,2021,Canada (excluding Quebec),Females,Myeloma,Third trend,Start year of period,Number,units,
3992,2021,Canada (excluding Quebec),Females,Myeloma,Third trend,End year of period,Number,units,
3993,2021,Canada (excluding Quebec),Females,Myeloma,Fourth trend,Annual percent change (APC),Percentage,units,
3994,2021,Canada (excluding Quebec),Females,Myeloma,Fourth trend,Start year of period,Number,units,
3995,2021,Canada (excluding Quebec),Females,Myeloma,Fourth trend,End year of period,Number,units,
3996,2021,Canada (excluding Quebec),Females,Myeloma,Fifth trend,Annual percent change (APC),Percentage,units,
3997,2021,Canada (excluding Quebec),Females,Myeloma,Fifth trend,Start year of period,Number,units,
3998,2021,Canada (excluding Quebec),Females,Myeloma,Fifth trend,End year of period,Number,units,
3999,2021,Canada (excluding Quebec),Females,Myeloma,Latest trend,Annual percent change (APC),Percentage,units,-1.7
4000,2021,Canada (excluding Quebec),Females,Myeloma,Latest trend,Start year of period,Number,units,2002.0
4001,2021,Canada (excluding Quebec),Females,Myeloma,Latest trend,End year of period,Number,units,2020.0
4002,2021,Canada (excluding Quebec),Females,Myeloma,Overall trend since 1984,Annual percent change (APC),Percentage,units,-0.9
4003,2021,Canada (excluding Quebec),Females,Myeloma,Overall trend since 1984,Start year of period,Number,units,1984.0
4004,2021,Canada (excluding Quebec),Females,Myeloma,Overall trend since 1984,End year of period,Number,units,2020.0
4005,2021,Canada (excluding Quebec),Females,Myeloma,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-1.7
4006,2021,Canada (excluding Quebec),Females,Myeloma,Overall trend within the last ten years,Start year of period,Number,units,2011.0
4007,2021,Canada (excluding Quebec),Females,Myeloma,Overall trend within the last ten years,End year of period,Number,units,2020.0
4008,2021,Canada (excluding Quebec),Females,Leukemia,First trend,Annual percent change (APC),Percentage,units,-1.0
4009,2021,Canada (excluding Quebec),Females,Leukemia,First trend,Start year of period,Number,units,1984.0
4010,2021,Canada (excluding Quebec),Females,Leukemia,First trend,End year of period,Number,units,2020.0
4011,2021,Canada (excluding Quebec),Females,Leukemia,Second trend,Annual percent change (APC),Percentage,units,
4012,2021,Canada (excluding Quebec),Females,Leukemia,Second trend,Start year of period,Number,units,
4013,2021,Canada (excluding Quebec),Females,Leukemia,Second trend,End year of period,Number,units,
4014,2021,Canada (excluding Quebec),Females,Leukemia,Third trend,Annual percent change (APC),Percentage,units,
4015,2021,Canada (excluding Quebec),Females,Leukemia,Third trend,Start year of period,Number,units,
4016,2021,Canada (excluding Quebec),Females,Leukemia,Third trend,End year of period,Number,units,
4017,2021,Canada (excluding Quebec),Females,Leukemia,Fourth trend,Annual percent change (APC),Percentage,units,
4018,2021,Canada (excluding Quebec),Females,Leukemia,Fourth trend,Start year of period,Number,units,
4019,2021,Canada (excluding Quebec),Females,Leukemia,Fourth trend,End year of period,Number,units,
4020,2021,Canada (excluding Quebec),Females,Leukemia,Fifth trend,Annual percent change (APC),Percentage,units,
4021,2021,Canada (excluding Quebec),Females,Leukemia,Fifth trend,Start year of period,Number,units,
4022,2021,Canada (excluding Quebec),Females,Leukemia,Fifth trend,End year of period,Number,units,
4023,2021,Canada (excluding Quebec),Females,Leukemia,Latest trend,Annual percent change (APC),Percentage,units,-1.0
4024,2021,Canada (excluding Quebec),Females,Leukemia,Latest trend,Start year of period,Number,units,1984.0
4025,2021,Canada (excluding Quebec),Females,Leukemia,Latest trend,End year of period,Number,units,2020.0
4026,2021,Canada (excluding Quebec),Females,Leukemia,Overall trend since 1984,Annual percent change (APC),Percentage,units,-1.0
4027,2021,Canada (excluding Quebec),Females,Leukemia,Overall trend since 1984,Start year of period,Number,units,1984.0
4028,2021,Canada (excluding Quebec),Females,Leukemia,Overall trend since 1984,End year of period,Number,units,2020.0
4029,2021,Canada (excluding Quebec),Females,Leukemia,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-1.0
